	geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
14	GO:0010646	regulation of cell communication	http://amigo.geneontology.org/amigo/term/GO:0010646	414	12	2.8290282902829	4.24173913043478	2.86596217720092e-05	0.00500102420517262	814683;818403;827084;827913;827916;828718;829691;829946;833752;838136;838922;843418	AT1G70810;AT4G03450;AT2G01540;AT4G37900;AT5G37740;AT4G14390;AT4G26120;AT1G15670;AT1G23140;AT4G35380;AT4G03460;AT2G38240
15	GO:0002376	immune system process	http://amigo.geneontology.org/amigo/term/GO:0002376	417	12	2.84952849528495	4.21122302158273	3.07480634949009e-05	0.00500102420517262	819907;830943;833523;835358;835639;838043;838336;842430;842436;2746202;7922469;10723040	AT1G17600;AT5G10760;AT1G61360;AT5G52810;AT2G15042;AT5G55460;AT1G14780;AT5G48657;AT1G61420;AT3G07195;AT4G22305;AT5G35580
16	GO:0071456	cellular response to hypoxia	http://amigo.geneontology.org/amigo/term/GO:0071456	27	4	0.18450184501845	21.68	3.25269867003097e-05	0.00500102420517262	839180;839183;841797;842139	AT1G57630;AT1G53620;AT1G26410;AT1G26380
17	GO:0002682	regulation of immune system process	http://amigo.geneontology.org/amigo/term/GO:0002682	136	7	0.929342626759601	7.53220588235294	4.22799139558894e-05	0.00595246548505883	819907;833523;835358;838336;2746202;7922469;10723040	AT1G17600;AT5G52810;AT2G15042;AT5G48657;AT3G07195;AT4G22305;AT5G35580
18	GO:0006022	aminoglycan metabolic process	http://amigo.geneontology.org/amigo/term/GO:0006022	29	4	0.19816864835315	20.1848275862069	4.35546255004304e-05	0.00595246548505883	818961;823908;828131;837724	AT4G01700;AT1G02360;AT3G47540;AT2G43590
19	GO:0036294	cellular response to decreased oxygen levels	http://amigo.geneontology.org/amigo/term/GO:0036294	30	4	0.2050020500205	19.512	4.99891435925548e-05	0.00602998579958174	839180;839183;841797;842139	AT1G57630;AT1G53620;AT1G26410;AT1G26380
20	GO:0071453	cellular response to oxygen levels	http://amigo.geneontology.org/amigo/term/GO:0071453	30	4	0.2050020500205	19.512	4.99891435925548e-05	0.00602998579958174	839180;839183;841797;842139	AT1G57630;AT1G53620;AT1G26410;AT1G26380
21	GO:0002239	response to oomycetes	http://amigo.geneontology.org/amigo/term/GO:0002239	96	6	0.656006560065601	9.14625	5.14754885330149e-05	0.00602998579958174	818506;823671;823679;826642;828131;836150	AT5G60280;AT3G45410;AT4G01700;AT4G10500;AT2G39210;AT3G45330
22	GO:1901071	glucosamine-containing compound metabolic process	http://amigo.geneontology.org/amigo/term/GO:1901071	31	4	0.21183545168785	18.8825806451613	5.7090990702835e-05	0.00627620021467328	818961;823908;828131;837724	AT4G01700;AT1G02360;AT3G47540;AT2G43590
23	GO:0045087	innate immune response	http://amigo.geneontology.org/amigo/term/GO:0045087	377	11	2.57619242859095	4.2698673740053	5.86799207062949e-05	0.00627620021467328	819907;830943;835358;835639;838043;838336;842430;842436;2746202;7922469;10723040	AT1G17600;AT5G10760;AT1G61360;AT5G52810;AT2G15042;AT5G55460;AT1G14780;AT5G48657;AT1G61420;AT3G07195;AT4G22305
24	GO:0017001	antibiotic catabolic process	http://amigo.geneontology.org/amigo/term/GO:0017001	102	6	0.697006970069701	8.60823529411765	7.23000385511874e-05	0.00741075395149671	818289;826642;829907;829908;836531;836533	AT4G10500;AT5G64120;AT4G37530;AT4G37520;AT2G37130;AT5G64100
25	GO:0045088	regulation of innate immune response	http://amigo.geneontology.org/amigo/term/GO:0045088	118	6	0.806341396747301	7.44101694915254	0.000161788211501257	0.0159069174558201	819907;835358;838336;2746202;7922469;10723040	AT1G17600;AT5G52810;AT2G15042;AT5G48657;AT3G07195;AT4G22305
26	GO:0048584	positive regulation of response to stimulus	http://amigo.geneontology.org/amigo/term/GO:0048584	288	9	1.9680196801968	4.573125	0.000168121891809481	0.0159069174558201	814683;819907;830142;833752;835358;838922;843418;2746202;7922469	AT4G39830;AT1G70810;AT2G01540;AT5G37740;AT5G52810;AT2G15042;AT5G48657;AT1G23140;AT3G07195
27	GO:0006040	amino sugar metabolic process	http://amigo.geneontology.org/amigo/term/GO:0006040	44	4	0.3006696733634	13.3036363636364	0.000229903346642191	0.0209467493607329	818961;823908;828131;837724	AT4G01700;AT1G02360;AT3G47540;AT2G43590
28	GO:0051187	cofactor catabolic process	http://amigo.geneontology.org/amigo/term/GO:0051187	129	6	0.881508815088151	6.80651162790698	0.000262648451015091	0.0216998604208218	818289;826798;829907;829908;836531;836533	AT5G64120;AT4G37530;AT4G37520;AT2G37130;AT5G64100;AT4G11910
29	GO:0009789	positive regulation of abscisic acid-activated signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0009789	46	4	0.3143364766981	12.7252173913043	0.000273453525628242	0.0216998604208218	814683;833752;838922;843418	AT1G70810;AT2G01540;AT5G37740;AT1G23140
30	GO:1901421	positive regulation of response to alcohol	http://amigo.geneontology.org/amigo/term/GO:1901421	46	4	0.3143364766981	12.7252173913043	0.000273453525628242	0.0216998604208218	814683;833752;838922;843418	AT1G70810;AT2G01540;AT5G37740;AT1G23140
31	GO:1905959	positive regulation of cellular response to alcohol	http://amigo.geneontology.org/amigo/term/GO:1905959	46	4	0.3143364766981	12.7252173913043	0.000273453525628242	0.0216998604208218	814683;833752;838922;843418	AT1G70810;AT2G01540;AT5G37740;AT1G23140
32	GO:0080134	regulation of response to stress	http://amigo.geneontology.org/amigo/term/GO:0080134	382	10	2.6103594369277	3.83089005235602	0.000306110223556866	0.0235322234359341	819907;827084;827913;827916;830142;835358;838336;2746202;7922469;10723040	AT1G17600;AT4G39830;AT4G03450;AT4G14390;AT5G52810;AT2G15042;AT5G48657;AT3G07195;AT4G22305;AT4G03460
33	GO:0043547	positive regulation of GTPase activity	http://amigo.geneontology.org/amigo/term/GO:0043547	92	5	0.628672953396201	7.95326086956522	0.000425025507559962	0.0316790304908121	814683;825126;833752;838922;843418	AT1G70810;AT2G01540;AT5G37740;AT1G23140;AT3G59570
34	GO:0010204	defense response signaling pathway, resistance gene-independent	http://amigo.geneontology.org/amigo/term/GO:0010204	22	3	0.1503348366817	19.9554545454545	0.000437840258816102	0.0316790304908121	819907;2746202;7922469	AT2G15042;AT5G48657;AT3G07195
35	GO:0043087	regulation of GTPase activity	http://amigo.geneontology.org/amigo/term/GO:0043087	95	5	0.649173158398251	7.7021052631579	0.000492631597357907	0.0336631591527903	814683;825126;833752;838922;843418	AT1G70810;AT2G01540;AT5G37740;AT1G23140;AT3G59570
36	GO:0042744	hydrogen peroxide catabolic process	http://amigo.geneontology.org/amigo/term/GO:0042744	95	5	0.649173158398251	7.7021052631579	0.000492631597357907	0.0336631591527903	818289;829907;829908;836531;836533	AT5G64120;AT4G37530;AT4G37520;AT2G37130;AT5G64100
37	GO:0046777	protein autophosphorylation	http://amigo.geneontology.org/amigo/term/GO:0046777	207	7	1.41451414514145	4.94869565217391	0.000565192180908225	0.0375776422982225	823679;826456;836150;839850;840475;842064;843777	AT5G60280;AT1G74360;AT1G56120;AT3G45410;AT4G08850;AT1G35710;AT1G29720
38	GO:0001666	response to hypoxia	http://amigo.geneontology.org/amigo/term/GO:0001666	60	4	0.410004100041	9.756	0.000758852010207534	0.0491256827660667	839180;839183;841797;842139	AT1G57630;AT1G53620;AT1G26410;AT1G26380
39	GO:0051336	regulation of hydrolase activity	http://amigo.geneontology.org/amigo/term/GO:0051336	219	7	1.49651496514965	4.67753424657534	0.000788058979471318	0.0497083356281908	814683;817179;825126;829423;833752;838922;843418	AT1G70810;AT2G01540;AT5G37740;AT4G32870;AT1G23140;AT3G59570;AT2G26390
